Data from 72h-ambient_CB-1e-9_Absorbance_09-24-50-381.txt Node
Date: Mon Aug 21 09:24:50 EDT 2023
User: UV-vis
Spectrometer: FLMS04918
Trigger mode: 0
Integration Time (sec): 1.000000E-1
Scans to average: 3
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 3
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 2048
>>>>>Begin Spectral Data<<<<<
179.23	0.83057
179.611	-0
179.992	-0
180.373	-0
180.754	-0
181.134	-0
181.515	-0
181.896	-0
182.276	-0
182.657	0.09978
183.038	-0.08867
183.418	-0.51458
183.799	-0
184.179	-0
184.56	-0
184.94	-0
185.32	0.28955
185.701	0.14994
186.081	-0.09437
186.461	-0
186.842	0.22743
187.222	0.24828
187.602	0.2472
187.982	0.24476
188.362	0.2436
188.742	0.24388
189.122	0.24478
189.502	0.24427
189.882	0.24273
190.262	0.24404
190.642	0.24683
191.022	0.24678
191.402	0.24704
191.781	0.24762
192.161	0.24845
192.541	0.24788
192.92	0.2472
193.3	0.24546
193.68	0.24555
194.059	0.24578
194.439	0.24509
194.818	0.24523
195.198	0.24618
195.577	0.24488
195.957	0.2457
196.336	0.24551
196.715	0.24541
197.094	0.24532
197.474	0.24434
197.853	0.2447
198.232	0.24337
198.611	0.24226
198.99	0.24226
199.369	0.2406
199.748	0.2403
200.127	0.23947
200.506	0.23945
200.885	0.24212
201.264	0.24259
201.643	0.24327
202.022	0.24551
202.401	0.24518
202.779	0.24556
203.158	0.24573
203.537	0.24375
203.915	0.24547
204.294	0.2453
204.673	0.2439
205.051	0.24524
205.43	0.24533
205.808	0.24374
206.187	0.24416
206.565	0.24178
206.943	0.24107
207.322	0.24197
207.7	0.24086
208.078	0.24098
208.456	0.24096
208.835	0.24164
209.213	0.24171
209.591	0.24246
209.969	0.24135
210.347	0.24145
210.725	0.24232
211.103	0.24403
211.481	0.24382
211.859	0.24263
212.237	0.24239
212.614	0.24222
212.992	0.24233
213.37	0.24104
213.748	0.24038
214.125	0.24077
214.503	0.24246
214.881	0.24226
215.258	0.24281
215.636	0.24247
216.013	0.24275
216.391	0.24304
216.768	0.242
217.145	0.24267
217.523	0.24162
217.9	0.24188
218.277	0.24294
218.655	0.2427
219.032	0.24182
219.409	0.24246
219.786	0.24195
220.163	0.24307
220.54	0.24303
220.917	0.24301
221.294	0.24339
221.671	0.244
222.048	0.24459
222.425	0.24356
222.802	0.24337
223.179	0.24153
223.556	0.24039
223.932	0.24065
224.309	0.24157
224.686	0.24213
225.062	0.24259
225.439	0.24282
225.815	0.24466
226.192	0.2447
226.568	0.24463
226.945	0.24395
227.321	0.24216
227.698	0.24088
228.074	0.23909
228.45	0.23864
228.827	0.2371
229.203	0.23632
229.579	0.23599
229.955	0.23565
230.331	0.2372
230.707	0.23683
231.083	0.23759
231.46	0.23988
231.835	0.24089
232.211	0.24093
232.587	0.24179
232.963	0.24066
233.339	0.24351
233.715	0.24287
234.091	0.2432
234.466	0.24248
234.842	0.24272
235.218	0.24272
235.593	0.24393
235.969	0.24309
236.344	0.24329
236.72	0.24257
237.095	0.24166
237.471	0.24149
237.846	0.24241
238.222	0.24329
238.597	0.24328
238.972	0.24357
239.348	0.24401
239.723	0.24507
240.098	0.24462
240.473	0.24438
240.848	0.24352
241.223	0.24371
